Customer,DOJ,StudentName,Department,City,Branch,Application,Duration,FeesperHour,Column1,Lat,Long,State
Customer I,12-11-2018,Student246,IT,Kolkata,Chakdaha,PowerApps,18,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,22.5655734,88.3702152,West Bengal
Customer K,12-11-2018,Student4602,IT,Chennai,Koyambedu,PowerBI,40,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,13.0117549,80.2214808,Tamil Nadu
Customer C,12-11-2018,Student2710,Admin,Nagpur,Nag3,VBA,86,2200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,21.1526179,79.0881983,Maharashtra
Customer H,12-11-2018,Student4003,Finance,Bangalore,Jalahalli,VBA,75,2200,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer E,13-11-2018,Student1193,Sales,New Delhi,Saket,Excel,47,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,28.6741448,77.216544,Delhi
Customer D,14-11-2018,Student4524,Sales,Hyderabad,Hyd1,Office 365,41,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer J,14-11-2018,Student4089,Admin,Chennai,Anna Salai,Outlook,54,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,13.0117549,80.2214808,Tamil Nadu
Customer E,14-11-2018,Student4232,Admin,Hyderabad,Hyd1,PowerApps,72,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer I,14-11-2018,Student4809,IT,Nagpur,Nag3,PowerBI,35,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer D,14-11-2018,Student4953,Sales,Pune,Pune4,PowerBI,32,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer C,14-11-2018,Student5549,Sales,Hyderabad,Hyd2,VBA,21,2200,http://ameetz.com/images/James_Cameron_October_2012.jpg,17.3921437,78.4656193,Telangana
Customer B,14-11-2018,Student6566,Sales,Nagpur,Nag 1,Word,11,900,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer G,15-11-2018,Student3944,IT,Kolkata,Chakdaha,Office 365,8,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,22.5655734,88.3702152,West Bengal
Customer E,15-11-2018,Student5411,Sales,Nagpur,Nag 2,Office 365,56,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer B,15-11-2018,Student3987,Finance,Bangalore,Koramangala,Outlook,86,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer J,15-11-2018,Student1969,IT,Kolkata,Chakdaha,PowerBI,9,2500,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer J,15-11-2018,Student2700,HR,Chennai,Anna Salai,PowerBI,28,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,13.0117549,80.2214808,Tamil Nadu
Customer B,15-11-2018,Student5371,HR,Hyderabad,Hyd2,PowerBI,63,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer B,15-11-2018,Student1141,HR,Pune,Pune2,Word,10,900,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer B,15-11-2018,Student4340,IT,Bangalore,Koramangala,Word,12,900,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer G,16-11-2018,Student2690,Admin,Nagpur,Nag 2,Excel,69,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer H,16-11-2018,Student671,Finance,Pune,Pune2,Outlook,85,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer E,16-11-2018,Student2512,Finance,New Delhi,Chandni Chowk,Outlook,55,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer G,16-11-2018,Student2339,Admin,New Delhi,Chandni Chowk,PowerBI,27,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,28.6741448,77.216544,Delhi
Customer I,16-11-2018,Student669,Admin,New Delhi,Gurgoan,VBA,64,2200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer F,16-11-2018,Student4123,IT,Pune,Pune1,VBA,58,2200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer G,17-11-2018,Student3637,Admin,Chennai,Chennai Central,PowerApps,52,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer K,17-11-2018,Student5813,Finance,Hyderabad,Hyd2,PowerApps,40,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,17.3921437,78.4656193,Telangana
Customer H,17-11-2018,Student975,IT,Bangalore,Koramangala,PowerBI,35,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer A,17-11-2018,Student5924,HR,Bangalore,Koramangala,PowerBI,35,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer H,18-11-2018,Student3492,Finance,Nagpur,Nag 1,Excel,68,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,21.1526179,79.0881983,Maharashtra
Customer K,18-11-2018,Student5026,Sales,New Delhi,Saket,Outlook,76,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,28.6741448,77.216544,Delhi
Customer B,18-11-2018,Student1537,IT,Hyderabad,Hyd2,PowerApps,29,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer J,18-11-2018,Student1211,HR,Kolkata,Garden Reach,VBA,41,2200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer K,18-11-2018,Student3321,Admin,Bangalore,Jalahalli,VBA,29,2200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer A,18-11-2018,Student6332,Finance,Pune,Pune1,Word,12,900,http://ameetz.com/images/James_Cameron_October_2012.jpg,18.5289032,73.8743492,Maharashtra
Customer B,19-11-2018,Student4119,Finance,Bangalore,Jalahalli,Outlook,40,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer C,19-11-2018,Student6406,IT,Pune,Pune3,Outlook,58,1200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer K,19-11-2018,Student2401,Admin,Chennai,Koyambedu,PowerBI,75,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,13.0117549,80.2214808,Tamil Nadu
Customer B,19-11-2018,Student5062,HR,New Delhi,Saket,Word,12,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,28.6741448,77.216544,Delhi
Customer G,20-11-2018,Student4596,IT,Kolkata,Hugli,Excel,28,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer I,20-11-2018,Student592,IT,Pune,Pune1,Outlook,10,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer J,20-11-2018,Student2971,IT,Hyderabad,Hyd3,PowerBI,36,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer K,21-11-2018,Student1825,IT,Nagpur,Nag3,Office 365,44,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer H,21-11-2018,Student3673,IT,New Delhi,Noida,Office 365,37,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,28.6741448,77.216544,Delhi
Customer E,21-11-2018,Student5538,HR,Pune,Pun35,Outlook,65,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer C,21-11-2018,Student5635,Sales,Kolkata,Howrah,Outlook,55,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,22.5655734,88.3702152,West Bengal
Customer G,21-11-2018,Student164,Admin,Pune,Pune3,PowerBI,20,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer I,21-11-2018,Student1246,Finance,Chennai,Anna Salai,PowerBI,14,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer F,21-11-2018,Student1648,HR,Nagpur,Nag 1,Word,12,900,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer E,22-11-2018,Student4797,IT,Kolkata,Garden Reach,Outlook,78,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer A,22-11-2018,Student5326,IT,Pune,Pun35,PowerApps,55,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer C,22-11-2018,Student6138,Sales,Bangalore,Jalahalli,VBA,11,2200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer J,22-11-2018,Student888,Finance,Pune,Pune2,Word,12,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer K,22-11-2018,Student1601,HR,Chennai,Chennai Central,Word,10,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,13.0117549,80.2214808,Tamil Nadu
Customer A,23-11-2018,Student3901,IT,New Delhi,Saket,Office 365,53,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,28.6741448,77.216544,Delhi
Customer E,23-11-2018,Student6591,IT,Nagpur,Nag3,Office 365,30,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer B,23-11-2018,Student1869,Finance,Nagpur,Nag 2,PowerApps,80,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,21.1526179,79.0881983,Maharashtra
Customer H,23-11-2018,Student2030,Sales,Pune,Pune4,PowerApps,33,2500,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer D,23-11-2018,Student19,IT,New Delhi,ISBT,VBA,9,2200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer A,23-11-2018,Student3470,IT,Chennai,Chennai Central,VBA,13,2200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer J,23-11-2018,Student6314,IT,New Delhi,Gurgoan,VBA,34,2200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer A,23-11-2018,Student480,Sales,Kolkata,Garden Reach,Word,10,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer D,23-11-2018,Student4318,Admin,Bangalore,Jalahalli,Word,10,900,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer F,24-11-2018,Student4634,Admin,Kolkata,Hugli,Excel,24,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer G,24-11-2018,Student5206,Sales,Nagpur,Nag 1,Excel,50,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer B,24-11-2018,Student590,HR,Nagpur,Nag3,Office 365,21,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,21.1526179,79.0881983,Maharashtra
Customer I,24-11-2018,Student4277,IT,Nagpur,Nag 2,Office 365,41,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer H,24-11-2018,Student2056,HR,Bangalore,Jalahalli,PowerBI,50,2500,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer B,25-11-2018,Student305,Sales,New Delhi,Saket,Outlook,23,1200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer D,25-11-2018,Student2510,Sales,Nagpur,Nag 2,Outlook,11,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer A,25-11-2018,Student4711,Finance,Bangalore,Koramangala,Outlook,13,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer G,25-11-2018,Student470,HR,Pune,Pune3,VBA,79,2200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer H,25-11-2018,Student5519,Admin,Pune,Pune2,VBA,14,2200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer E,26-11-2018,Student4603,IT,Kolkata,South Dum-Dum,Excel,21,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer C,26-11-2018,Student5995,Finance,Bangalore,Jalahalli,Office 365,27,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,12.966667,77.566667,Karnataka
Customer H,26-11-2018,Student1983,Admin,Pune,Pune4,PowerApps,29,2500,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer G,26-11-2018,Student4952,Admin,Pune,Pune4,PowerBI,71,2500,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer I,27-11-2018,Student3101,IT,Hyderabad,Hyd2,Outlook,89,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,17.3921437,78.4656193,Telangana
Customer K,27-11-2018,Student51,Admin,Bangalore,Bayappanhalli,PowerApps,19,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,12.966667,77.566667,Karnataka
Customer H,27-11-2018,Student4331,IT,Kolkata,Garden Reach,PowerApps,54,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer B,27-11-2018,Student2035,Admin,Pune,Pune1,PowerBI,31,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer E,27-11-2018,Student2543,Sales,Hyderabad,Hyd1,PowerBI,49,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,17.3921437,78.4656193,Telangana
Customer E,27-11-2018,Student3936,HR,Nagpur,Nag 2,PowerBI,39,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,21.1526179,79.0881983,Maharashtra
Customer G,28-11-2018,Student3413,Sales,Hyderabad,Hyd2,Excel,87,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,17.3921437,78.4656193,Telangana
Customer G,28-11-2018,Student4909,HR,New Delhi,ISBT,Office 365,57,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,28.6741448,77.216544,Delhi
Customer C,28-11-2018,Student745,Admin,Pune,Pune1,Outlook,24,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer I,28-11-2018,Student1978,Admin,Pune,Pun35,Outlook,13,1200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer J,28-11-2018,Student3915,HR,Kolkata,Howrah,Outlook,20,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,22.5655734,88.3702152,West Bengal
Customer J,28-11-2018,Student4563,Sales,New Delhi,Gurgoan,VBA,77,2200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer I,28-11-2018,Student5353,Finance,Bangalore,Bayappanhalli,Word,8,900,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer G,29-11-2018,Student983,Sales,Hyderabad,Hyd1,Excel,30,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,17.3921437,78.4656193,Telangana
Customer G,29-11-2018,Student50,Admin,Chennai,Koyambedu,Outlook,81,1200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer I,29-11-2018,Student4396,HR,Chennai,Koyambedu,Outlook,46,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,13.0117549,80.2214808,Tamil Nadu
Customer K,29-11-2018,Student4522,Admin,New Delhi,Chandni Chowk,Outlook,23,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,28.6741448,77.216544,Delhi
Customer E,29-11-2018,Student5761,HR,Kolkata,Howrah,Outlook,69,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer H,29-11-2018,Student2032,Finance,Pune,Pune2,PowerApps,30,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer H,29-11-2018,Student3153,Sales,Bangalore,Koramangala,PowerApps,32,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer D,29-11-2018,Student4129,IT,Pune,Pune4,PowerApps,13,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,18.5289032,73.8743492,Maharashtra
Customer H,29-11-2018,Student5351,HR,Nagpur,Nag 2,PowerApps,15,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer E,30-11-2018,Student79,HR,Hyderabad,Hyd3,Outlook,76,1200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer B,30-11-2018,Student2323,HR,New Delhi,ISBT,Outlook,89,1200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer E,30-11-2018,Student4506,Sales,New Delhi,Gurgoan,Outlook,81,1200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer H,30-11-2018,Student1337,Admin,Nagpur,Nag 2,PowerApps,44,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer F,30-11-2018,Student1669,IT,Pune,Pune1,PowerApps,19,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,18.5289032,73.8743492,Maharashtra
Customer D,30-11-2018,Student5913,Sales,Bangalore,Bayappanhalli,PowerBI,52,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer H,01-12-2018,Student2144,Sales,Pune,Pune2,Excel,34,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,18.5289032,73.8743492,Maharashtra
Customer K,01-12-2018,Student1464,Admin,New Delhi,Gurgoan,Office 365,20,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer K,01-12-2018,Student4130,IT,Nagpur,Nag3,Word,10,900,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer G,02-12-2018,Student1863,Admin,New Delhi,Saket,Office 365,52,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,28.6741448,77.216544,Delhi
Customer D,02-12-2018,Student5170,Finance,Bangalore,Bayappanhalli,Office 365,76,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer H,02-12-2018,Student6437,Admin,Pune,Pune3,Office 365,17,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer G,02-12-2018,Student5083,HR,Hyderabad,Hyd3,Outlook,90,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,17.3921437,78.4656193,Telangana
Customer F,02-12-2018,Student756,Admin,Chennai,Koyambedu,VBA,49,2200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer K,02-12-2018,Student3711,HR,Bangalore,Bayappanhalli,Word,9,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,12.966667,77.566667,Karnataka
Customer H,03-12-2018,Student3331,Sales,Chennai,Koyambedu,Excel,44,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer B,03-12-2018,Student395,Admin,Hyderabad,Hyd3,Office 365,16,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer I,03-12-2018,Student2415,HR,Kolkata,Chakdaha,Office 365,28,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer D,03-12-2018,Student4582,HR,Kolkata,Hugli,Office 365,55,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,22.5655734,88.3702152,West Bengal
Customer I,03-12-2018,Student1046,Sales,Hyderabad,Hyd2,Outlook,12,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,17.3921437,78.4656193,Telangana
Customer I,03-12-2018,Student4319,Admin,Nagpur,Nag3,Outlook,73,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer B,03-12-2018,Student667,Admin,New Delhi,Noida,VBA,68,2200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,28.6741448,77.216544,Delhi
Customer H,04-12-2018,Student2440,Sales,Hyderabad,Hyd1,Excel,43,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,17.3921437,78.4656193,Telangana
Customer D,04-12-2018,Student3359,Sales,Bangalore,Bayappanhalli,Office 365,63,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer B,04-12-2018,Student4142,Admin,Bangalore,Koramangala,Outlook,90,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer G,04-12-2018,Student103,IT,Hyderabad,Hyd1,PowerApps,54,2500,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer I,04-12-2018,Student3700,HR,Bangalore,Koramangala,PowerApps,75,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer H,04-12-2018,Student3718,HR,Kolkata,Chakdaha,PowerApps,50,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer C,05-12-2018,Student1344,IT,Kolkata,Hugli,Excel,63,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer G,05-12-2018,Student2804,Finance,Nagpur,Nag 1,Excel,46,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer I,05-12-2018,Student2097,IT,Bangalore,Jalahalli,Outlook,55,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer C,05-12-2018,Student3978,Admin,Chennai,Koyambedu,Outlook,55,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,13.0117549,80.2214808,Tamil Nadu
Customer E,05-12-2018,Student4558,HR,Chennai,Anna Salai,Word,10,900,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer I,06-12-2018,Student3587,HR,New Delhi,Gurgoan,Excel,28,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer C,06-12-2018,Student3710,Sales,Hyderabad,Hyd2,Excel,85,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer I,06-12-2018,Student1230,HR,Nagpur,Nag3,Outlook,75,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer G,06-12-2018,Student2573,HR,Bangalore,Jalahalli,PowerApps,50,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer G,06-12-2018,Student3220,Finance,Nagpur,Nag 1,PowerApps,68,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer H,06-12-2018,Student4184,Sales,Pune,Pune3,PowerApps,80,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer C,06-12-2018,Student1219,IT,New Delhi,ISBT,Word,8,900,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer A,07-12-2018,Student4579,IT,Bangalore,Bayappanhalli,Office 365,81,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,12.966667,77.566667,Karnataka
Customer D,07-12-2018,Student32,Finance,Kolkata,Howrah,PowerApps,9,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer K,07-12-2018,Student332,HR,Hyderabad,Hyd3,PowerApps,45,2500,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer K,07-12-2018,Student3621,Finance,Pune,Pune2,PowerApps,9,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer I,07-12-2018,Student192,Sales,Bangalore,Bayappanhalli,PowerBI,83,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer B,07-12-2018,Student6258,Finance,Pune,Pune3,PowerBI,36,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer A,07-12-2018,Student4504,Sales,Nagpur,Nag 1,VBA,24,2200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
